Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment,Transaction Type,folio,The data file you were trying to download is temporarily unavailable. Please try downloading again.
DKS,240.05,2025/01/31,16:00 EST,-9.98999,250.04,249.685,238.64,1117195.0,,,,,,,,,watchList0,
OI,11.94,2025/01/31,16:00 EST,0.0599995,11.77,12.205,11.79,1758460.0,,,,,,,,,watchList0,
WORK,,,,,,,,,,,,,,,,,watchList0,
JEF,76.89,2025/01/31,16:00 EST,-0.25,77.49,77.83,76.21,1194596.0,,,,,,,,,watchList0,
OAKMX,159.92,2025/01/31,20:01 EST,-1.2,,,,,,,,,,,,,watchList0,
IUSG,143.0,2025/01/31,16:00 EST,-0.7899933,144.63,145.5,142.81,504836.0,,,,,,,,,watchList0,
LEVI,19.03,2025/01/31,16:00 EST,0.18,18.72,19.67,18.6919,5038169.0,,,,,,,,,watchList0,
SFET,,,,,,,,,,,,,,,,,watchList0,
AM,16.04,2025/01/31,16:00 EST,-0.209999,16.21,16.325,15.97,5204293.0,,,,,,,,,watchList0,
APHA,,,,,,,,,,,,,,,,,watchList0,
TKC,7.39,2025/01/31,16:00 EST,0.0,7.42,7.51,7.37,237584.0,,,,,,,,,watchList0,
SNH,,,,,,,,,,,,,,,,,watchList0,
PHK,4.94,2025/01/31,16:00 EST,0.0100002,4.95,4.9546,4.92,854463.0,,,,,,,,,watchList0,
VZ,39.39,2025/01/31,16:00 EST,-0.0800018,39.57,39.935,39.285,20421941.0,,,,,,,,,watchList0,
JPM,267.3,2025/01/31,16:00 EST,-0.930023,269.23,270.82,267.0,5282793.0,,,,,,,,,watchList0,
SMTA,,,,,,,,,,,,,,,,,watchList0,
YRD,5.68,2025/01/31,16:00 EST,-0.16,5.84,5.85,5.65,70755.0,,,,,,,,,watchList0,
HX,,,,,,,,,,,,,,,,,watchList0,
SOXL,27.02,2025/01/31,16:00 EST,-0.129999,27.63,29.25,26.7,101748238.0,,,,,,,,,watchList0,
BA,176.52,2025/01/31,16:00 EST,-3.00999,180.51,181.78,175.74,5436204.0,,,,,,,,,watchList0,
RMNI,2.88,2025/01/31,16:00 EST,-0.03999996,2.89,2.92,2.823,284573.0,,,,,,,,,watchList0,
DOCU,96.73,2025/01/31,16:00 EST,0.8800049,96.92,98.5999,96.055,2805406.0,,,,,,,,,watchList0,
TXN,184.61,2025/01/31,16:00 EST,0.69999695,183.78,189.03,183.08,6333861.0,,,,,,,,,watchList0,
FIVG,42.32,2024/07/23,16:00 EDT,-0.10300064,42.26,42.26,41.77,30311.0,,,,,,,,,watchList0,
NAV,,,,,,,,,,,,,,,,,watchList0,
EPRT,32.1,2025/01/31,16:00 EST,-0.100002,32.05,32.29,31.59,1027032.0,,,,,,,,,watchList0,
BHF,61.71,2025/01/31,16:00 EST,0.45000076,61.0,63.41,60.78,1428309.0,,,,,,,,,watchList0,
TEAM,306.78,2025/01/31,16:00 EST,39.829987,320.01,324.37,300.79,8332696.0,,,,,,,,,watchList0,
HD,411.98,2025/01/31,16:00 EST,-2.51999,413.17,416.38,410.33,2760739.0,,,,,,,,,watchList0,
FNKO,14.0,2025/01/31,16:00 EST,0.0,13.95,14.13,13.69,961836.0,,,,,,,,,watchList0,
GLD,258.56,2025/01/31,16:00 EST,0.51001,259.08,259.99,257.88,8756612.0,,,,,,,,,watchList0,
EGY,4.1,2025/01/31,16:00 EST,-0.0799999,4.19,4.2,4.05,866066.0,,,,,,,,,watchList0,
AMLP,51.57,2025/01/31,16:00 EST,-0.560001,52.51,52.665,51.535,2096777.0,,,,,,,,,watchList0,
NOK,4.6,2025/01/31,16:00 EST,-0.0999999,4.63,4.71,4.6,22017655.0,,,,,,,,,watchList0,
BKNG,4737.56,2025/01/31,16:00 EST,-36.77002,4796.0,4830.0,4711.04,245373.0,,,,,,,,,watchList0,
NEM,42.72,2025/01/31,16:00 EST,-0.369999,43.49,43.61,42.47,10592750.0,,,,,,,,,watchList0,
NLY,20.41,2025/01/31,16:00 EST,-0.0599995,20.47,20.69,20.255,8681195.0,,,,,,,,,watchList0,
NGG,61.4,2025/01/31,16:00 EST,-0.34,61.8,61.8,61.2607,814582.0,,,,,,,,,watchList0,
WM,220.26,2025/01/31,16:00 EST,-2.17,221.6,222.45,219.705,1947531.0,,,,,,,,,watchList0,
GM,49.46,2025/01/31,16:00 EST,-0.0400009,49.67,51.73,49.18,20546400.0,,,,,,,,,watchList0,
VRSN,215.0,2025/01/31,16:00 EST,0.9900055,215.54,217.66,214.93,689519.0,,,,,,,,,watchList0,
BOX,33.39,2025/01/31,16:00 EST,0.16,33.31,33.53,33.16,1379443.0,,,,,,,,,watchList0,
LB,64.87,2025/01/31,16:00 EST,-0.349998,66.0,67.73,64.0,789370.0,,,,,,,,,watchList0,
MTUM,219.13,2025/01/31,16:00 EST,-0.759995,220.46,222.48,218.9001,1044466.0,,,,,,,,,watchList0,
PWV,59.29,2025/01/31,15:59 EST,-0.450001,59.75,59.82,59.2449,25042.0,,,,,,,,,watchList0,
COUP,,,,,,,,,,,,,,,,,watchList0,
TDOC,10.16,2025/01/31,16:00 EST,-0.18,10.34,10.42,10.03,2909476.0,,,,,,,,,watchList0,
AMN,27.52,2025/01/31,16:00 EST,-0.58,27.99,28.18,27.0,574822.0,,,,,,,,,watchList0,
TVIX,112.36,2020/07/02,16:00 EDT,-5.260002,107.27,114.4197,103.89,4912817.0,,,,,,,,,watchList0,
MAN,60.22,2025/01/31,16:00 EST,-0.489998,60.25,60.95,59.53,2041803.0,,,,,,,,,watchList0,
^TVIX-NV,0.0,2020/07/02,18:01 EDT,0.0,0.0,0.0,0.0,0.0,,,,,,,,,watchList0,
TREX,72.83,2025/01/31,16:00 EST,-1.23,73.92,74.6799,72.72,934860.0,,,,,,,,,watchList0,
TCEHY,53.02,2025/01/31,15:00 EST,-0.040000916,54.51,54.51,52.9,1480820.0,,,,,,,,,watchList0,
OKTA,94.22,2025/01/31,16:00 EST,0.45999908,94.62,95.24,93.73,2712596.0,,,,,,,,,watchList0,
YY,43.35,2025/01/31,16:00 EST,-1.8900032,45.31,45.31,42.93,189971.0,,,,,,,,,watchList0,
DL,,,,,,,,,,,,,,,,,watchList0,
NIO,4.32,2025/01/31,16:00 EST,-0.12,4.43,4.5,4.3,36769067.0,,,,,,,,,watchList0,
JD,40.72,2025/01/31,16:00 EST,-1.579998,41.84,42.02,40.455,11072503.0,,,,,,,,,watchList0,
XLNX,,,,,,,,,,,,,,,,,watchList0,
NLSN,,,,,,,,,,,,,,,,,watchList0,
MHK,122.3,2025/01/31,16:00 EST,-4.18999,125.26,126.37,119.15,918390.0,,,,,,,,,watchList0,
STWD,19.35,2025/01/31,16:00 EST,0.0200005,19.38,19.47,19.235,1462727.0,,,,,,,,,watchList0,
SHOP,116.8,2025/01/31,16:00 EST,-2.38,119.61,121.93,116.54,7202273.0,,,,,,,,,watchList0,
NDGPY,8.1,2025/01/31,15:00 EST,0.0,8.1,8.1,8.1,507.0,,,,,,,,,watchList0,
STT,101.62,2025/01/31,16:00 EST,-0.610001,102.0,102.735,101.195,1664621.0,,,,,,,,,watchList0,
QD,2.82,2025/01/31,16:00 EST,-0.15,2.96,2.9593,2.815,241247.0,,,,,,,,,watchList0,
BOTZ,33.18,2025/01/31,16:00 EST,-0.27000046,33.59,33.88,33.1357,499167.0,,,,,,,,,watchList0,
AAL,16.92,2025/01/31,16:00 EST,0.020000458,16.95,17.23,16.91,30197038.0,,,,,,,,,watchList0,
HSY,149.25,2025/01/31,16:00 EST,-2.89,150.0,151.65,147.66,1922871.0,,,,,,,,,watchList0,
^NDX,21478.047,2025/01/31,17:15 EST,-30.052734,21661.562,21846.012,21425.787,1479942000.0,,,,,,,,,watchList0,
FDGRX,40.89,2025/01/31,20:01 EST,-0.38,,,,,,,,,,,,,watchList0,
ITEQ,54.75,2025/01/31,16:00 EST,0.0999985,55.01,55.415,54.61,4637.0,,,,,,,,,watchList0,
BLK,1075.5,2025/01/31,16:00 EST,3.97998,1074.09,1084.22,1068.76,449435.0,,,,,,,,,watchList0,
AFL,107.38,2025/01/31,16:00 EST,-0.870003,107.84,108.86,107.28,2071270.0,,,,,,,,,watchList0,
CMCSA,33.66,2025/01/31,16:00 EST,0.40999985,33.48,34.01,33.3,39175601.0,,,,,,,,,watchList0,
LDVAX,26.66,2025/01/31,20:01 EST,-0.01,,,,,,,,,,,,,watchList0,
CY,,,,,,,,,,,,,,,,,watchList0,
NVDA,120.07,2025/01/31,16:00 EST,-4.580002,123.81,127.85,119.19,390372899.0,,,,,,,,,watchList0,
TCTZF,52.34,2025/01/31,15:00 EST,0.0,54.5,54.5,54.5,220.0,,,,,,,,,watchList0,
GBTC,80.41,2025/01/31,16:00 EST,-2.77,82.95,84.09,80.37,2865043.0,,,,,,,,,watchList0,
RMHB,0.0057,2025/01/31,15:00 EST,0.00020000013,0.0061,0.0061,0.0055,5850.0,,,,,,,,,watchList0,
TRTC,,,,,,,,,,,,,,,,,watchList0,
VXX,44.12,2025/01/31,16:00 EST,1.44,42.14,44.72,41.92,7265611.0,,,,,,,,,watchList0,
XIV,,,,,,,,,,,,,,,,,watchList0,
TEVA,17.73,2025/01/31,16:00 EST,-0.110001,17.85,18.32,17.73,16157125.0,,,,,,,,,watchList0,
BZUN,3.23,2025/01/31,16:00 EST,-0.119999886,3.16,3.37,3.16,779249.0,,,,,,,,,watchList0,
NXPI,208.55,2025/01/31,16:00 EST,-2.8399963,212.0,215.715,208.31,3020149.0,,,,,,,,,watchList0,
QCOM,172.93,2025/01/31,16:00 EST,1.0,172.51,176.79,172.29,7808977.0,,,,,,,,,watchList0,
SSNLF,40.5999,2025/01/31,15:00 EST,0.0,40.5999,40.5999,40.5999,200.0,,,,,,,,,watchList0,
TQQQ,82.72,2025/01/31,16:00 EST,-0.44999695,84.893,87.09,82.18,59334629.0,,,,,,,,,watchList0,
KR,61.64,2025/01/31,16:00 EST,0.599998,60.78,61.86,60.73,3345646.0,,,,,,,,,watchList0,
ICE,159.83,2025/01/31,16:00 EST,0.389999,159.2,161.18,158.55,2624035.0,,,,,,,,,watchList0,
USCR,,,,,,,,,,,,,,,,,watchList0,
DXCM,86.83,2025/01/31,16:00 EST,-0.7900009,86.87,88.23,86.59,2339488.0,,,,,,,,,watchList0,
GPN,112.85,2025/01/31,16:00 EST,-0.0600052,113.38,114.17,112.36,1621550.0,,,,,,,,,watchList0,
SDS,18.77,2025/01/31,16:00 EST,0.23,18.42,18.805,18.26,16603305.0,,,,,,,,,watchList0,
FTR,,,,,,,,,,,,,,,,,watchList0,
WBMD,,2019/06/28,18:07 EDT,,,,,,,,,,,,,,watchList0,
SLB,40.28,2025/01/31,16:00 EST,-0.740002,41.18,41.29,39.8599,13099250.0,,,,,,,,,watchList0,
A,151.52,2025/01/31,16:00 EST,0.139999,150.96,153.815,150.5,1886553.0,,,,,,,,,watchList0,
ENB,43.24,2025/01/31,16:00 EST,-1.26,44.5,44.56,43.12,5270707.0,,,,,,,,,watchList0,
SWKS,88.76,2025/01/31,16:00 EST,-0.6399994,89.59,90.68,87.66,2783675.0,,,,,,,,,watchList0,
MDT,90.82,2025/01/31,16:00 EST,-1.17,91.72,92.1,90.65,7214242.0,,,,,,,,,watchList0,
ISRG,571.88,2025/01/31,16:00 EST,-8.299988,576.74,586.89,570.86,1828397.0,,,,,,,,,watchList0,
MZOR,,2019/06/28,18:07 EDT,,,,,,,,,,,,,,watchList0,
^VIX,16.43,2025/01/31,15:15 CST,0.59000015,15.45,17.09,14.9,0.0,,,,,,,,,watchList0,
LOW,260.04,2025/01/31,16:00 EST,-3.95999,262.28,264.18,259.605,1195422.0,,,,,,,,,watchList0,
HSIC,80.0,2025/01/31,16:00 EST,-0.02999878,79.77,81.0,79.125,1282001.0,,,,,,,,,watchList0,
AKAM,99.9,2025/01/31,16:00 EST,-1.5800018,101.95,102.37,99.77,1526484.0,,,,,,,,,watchList0,
COST,979.88,2025/01/31,16:00 EST,0.8699951,976.18,990.87,975.78,1624235.0,,,,,,,,,watchList0,
ADBE,437.45,2025/01/31,16:00 EST,-8.549988,445.0001,447.0095,435.83,4689083.0,,,,,,,,,watchList0,
NVG,12.61,2025/01/31,16:00 EST,0.13,12.53,12.64,12.515,561621.0,,,,,,,,,watchList0,
NZF,12.58,2025/01/31,16:00 EST,0.15,12.48,12.58,12.45,492766.0,,,,,,,,,watchList0,
AVGO,221.27,2025/01/31,16:00 EST,5.6100006,219.66,226.8,216.3,41150975.0,,,,,,,,,watchList0,
XPO,133.67,2025/01/31,16:00 EST,-2.8,137.36,138.02,132.38,1501151.0,,,,,,,,,watchList0,
GSK,35.27,2025/01/31,16:00 EST,-0.0900002,35.19,35.52,35.055,5112044.0,,,,,,,,,watchList0,
PAH,,2019/06/28,18:07 EDT,,,,,,,,,,,,,,watchList0,
SKX,75.34,2025/01/31,16:00 EST,-2.9,75.91,77.46,75.24,1607692.0,,,,,,,,,watchList0,
NTNX,68.765,2025/01/31,16:00 EST,0.75499725,68.5,69.98,68.08,3346158.0,,,,,,,,,watchList0,
VTI,298.6,2025/01/31,16:00 EST,-1.63998,301.22,302.595,298.2301,3326459.0,,,,,,,,,watchList0,
CG,56.16,2025/01/31,16:00 EST,-0.15000153,56.6,57.38,56.09,1453521.0,,,,,,,,,watchList0,
INDL,55.58,2025/01/31,16:00 EST,0.150002,56.1,56.1161,55.53,46560.0,,,,,,,,,watchList0,
AMAT,180.35,2025/01/31,16:00 EST,-1.3699951,182.62,186.44,180.0612,5902833.0,,,,,,,,,watchList0,
WB,9.82,2025/01/31,16:00 EST,-0.5100002,10.25,10.255,9.75,1230483.0,,,,,,,,,watchList0,
GIS,60.14,2025/01/31,16:00 EST,-0.510002,60.22,60.81,60.05,4017469.0,,,,,,,,,watchList0,
CPB,38.77,2025/01/31,16:00 EST,-0.8499985,39.25,39.3752,38.58,7371515.0,,,,,,,,,watchList0,
UL,57.38,2025/01/31,16:00 EST,-0.919998,57.67,57.96,57.365,1638062.0,,,,,,,,,watchList0,
KHC,29.84,2025/01/31,16:00 EST,-0.4300003,30.0,30.21,29.76,7491084.0,,,,,,,,,watchList0,
MDLZ,57.99,2025/01/31,16:00 EST,-0.41999817,57.08,58.46,57.08,10121979.0,,,,,,,,,watchList0,
IP,55.63,2025/01/31,16:01 EST,-1.42,56.15,58.11,55.34,36747742.0,,,,,,,,,watchList0,
GNC,,,,,,,,,,,,,,,,,watchList0,
BTI,39.64,2025/01/31,16:00 EST,-0.0400009,39.7,39.85,39.55,2141865.0,,,,,,,,,watchList0,
EQR,70.63,2025/01/31,16:00 EST,0.889999,69.7,70.95,69.63,2584175.0,,,,,,,,,watchList0,
M,15.58,2025/01/31,16:00 EST,-0.190001,15.8,15.935,15.48,6018506.0,,,,,,,,,watchList0,
AIG,73.66,2025/01/31,16:00 EST,-1.75999,75.0,75.36,73.4,4453549.0,,,,,,,,,watchList0,
MUSA,502.91,2025/01/31,16:00 EST,-0.720001,502.49,505.5,497.54,284405.0,,,,,,,,,watchList0,
BBVA,11.34,2025/01/31,16:00 EST,-0.41,11.54,11.57,11.3242,2941288.0,,,,,,,,,watchList0,
CHU,,,,,,,,,,,,,,,,,watchList0,
CHL,,,,,,,,,,,,,,,,,watchList0,
CEA,,,,,,,,,,,,,,,,,watchList0,
VIVAX,68.95,2025/01/31,20:02 EST,-0.4,,,,,,,,,,,,,watchList0,
WING,297.9,2025/01/31,16:00 EST,-7.860016,304.06,306.37,296.995,517697.0,,,,,,,,,watchList0,
WBA,10.28,2025/01/31,16:00 EST,-1.1800003,9.93,10.75,9.52,91510553.0,,,,,,,,,watchList0,
ADSK,311.34,2025/01/31,16:00 EST,1.3899841,311.77,317.05,311.025,1285325.0,,,,,,,,,watchList0,
LULU,414.2,2025/01/31,16:00 EST,-6.9599915,419.11,422.87,412.0,1297961.0,,,,,,,,,watchList0,
UA,7.53,2025/01/31,16:00 EST,-0.26,7.74,7.76,7.5011,2906506.0,,,,,,,,,watchList0,
NUE,128.43,2025/01/31,16:00 EST,-0.25,128.32,131.46,126.66,2601149.0,,,,,,,,,watchList0,
CSCO,60.6,2025/01/31,16:00 EST,0.12999725,60.5,61.19,60.455,16555695.0,,,,,,,,,watchList0,
URI,758.06,2025/01/31,16:00 EST,-16.02,781.61,781.496,749.56,951168.0,,,,,,,,,watchList0,
MMP,,,,,,,,,,,,,,,,,watchList0,
MMM,152.2,2025/01/31,16:00 EST,-2.2,154.99,155.0,152.13,2874339.0,,,,,,,,,watchList0,
IDTI,,,,,,,,,,,,,,,,,watchList0,
AMT,184.95,2025/01/31,16:00 EST,-0.87001,185.28,187.63,184.34,1570193.0,,,,,,,,,watchList0,
UNH,542.49,2025/01/31,16:00 EST,-3.08002,543.24,549.16,541.41,2075013.0,,,,,,,,,watchList0,
CRM,341.7,2025/01/31,16:00 EST,-1.87,348.0,349.5,340.1,4453658.0,,,,,,,,,watchList0,
N,,2019/06/28,18:07 EDT,,,,,,,,,,,,,,watchList0,
SBUX,107.68,2025/01/31,16:00 EST,-1.3199997,109.0,109.36,107.495,19142472.0,,,,,,,,,watchList0,
AMBA,76.72,2025/01/31,16:00 EST,-1.4300003,78.3,79.7895,76.19,518475.0,,,,,,,,,watchList0,
QQQ,522.29,2025/01/31,16:00 EST,-0.76000977,526.92,531.5178,521.19,38845467.0,,,,,,,,,watchList0,
ETSY,54.91,2025/01/31,16:00 EST,-1.1500015,56.19,56.47,54.6625,2033970.0,,,,,,,,,watchList0,
AGN,,,,,,,,,,,,,,,,,watchList0,
TWLO,146.58,2025/01/31,16:00 EST,-1.77,150.0,151.95,146.0,3727312.0,,,,,,,,,watchList0,
GILD,97.2,2025/01/31,16:00 EST,0.25,96.73,98.365,96.43,9419694.0,,,,,,,,,watchList0,
INTU,601.51,2025/01/31,16:00 EST,-3.0899658,604.88,610.9,599.86,1640288.0,,,,,,,,,watchList0,
EBIX,,,,,,,,,,,,,,,,,watchList0,
ROVI,,2019/06/28,18:07 EDT,,,,,,,,,,,,,,watchList0,
STJ,,2019/06/28,18:07 EDT,,,,,,,,,,,,,,watchList0,
BCS,14.68,2025/01/31,16:00 EST,-0.12,14.76,14.86,14.64,14812714.0,,,,,,,,,watchList0,
NEWR,,,,,,,,,,,,,,,,,watchList0,
CYBR,370.98,2025/01/31,16:00 EST,-0.6499939,373.56,378.62,368.97,341974.0,,,,,,,,,watchList0,
GS,640.4,2025/01/31,16:00 EST,-5.29999,650.0,650.0,637.44,1493621.0,,,,,,,,,watchList0,
PUK,16.63,2025/01/31,16:00 EST,-0.550001,16.86,16.91,16.6,746205.0,,,,,,,,,watchList0,
MRK,98.82,2025/01/31,16:01 EST,-0.129997,99.1,100.06,98.58,7141001.0,,,,,,,,,watchList0,
CMG,58.35,2025/01/31,16:00 EST,-0.640003,59.075,59.075,58.2,6046380.0,,,,,,,,,watchList0,
META,689.18,2025/01/31,16:00 EST,2.1799927,691.69,705.2999,685.58,19331660.0,,,,,,,,,watchList0,
BIDU,90.6,2025/01/31,16:00 EST,-4.169998,94.53,94.85,90.0,7057467.0,,,,,,,,,watchList0,
IBM,255.7,2025/01/31,16:00 EST,-2.56999,256.05,257.235,251.9254,7196689.0,,,,,,,,,watchList0,
YINN,31.24,2025/01/31,16:00 EST,-2.02,33.17,33.29,30.94,7840483.0,,,,,,,,,watchList0,
HAL,26.02,2025/01/31,16:00 EST,-0.52,26.58,26.64,25.82,10078899.0,20250202.0,26.02,1.0,0.0,,,,,watchList0,
OIL,28.42,2023/06/08,10:08 EDT,0.27,28.31,28.4498,28.1044,10303.0,,,,,,,,,watchList0,
MSFT,415.06,2025/01/31,16:00 EST,0.070007324,418.73,420.68,414.91,34223388.0,,,,,,,,,watchList0,
CLM15.NYM,58.57,2015/04/30,01:37 EDT,-0.010002136,58.55,58.74,58.38,7574.0,,,,,,,,,watchList0,
USO,78.02,2025/01/31,16:00 EST,0.269997,77.6,78.25,76.76,3501047.0,,,,,,,,,watchList0,
SONC,,2019/06/28,18:07 EDT,,,,,,,,,,,,,,watchList0,
BABA,98.84,2025/01/31,16:00 EST,-3.9,102.0,102.5,98.13,36307043.0,,,,,,,,,watchList0,
UWTI,,,,,,,,,,,,,,,,,watchList0,
LOCO,11.87,2025/01/31,16:00 EST,-0.05000019,11.89,11.9507,11.7201,202472.0,,,,,,,,,watchList0,
EXC,40.0,2025/01/31,16:00 EST,-0.020000458,39.99,40.23,39.89,7144082.0,,,,,,,,,watchList0,
LL,,,,,,,,,,,,,,,,,watchList0,
CHUY,,,,,,,,,,,,,,,,,watchList0,
KND,,2019/06/28,18:07 EDT,,,,,,,,,,,,,,watchList0,
SPY,601.82,2025/01/31,16:00 EST,-3.21997,607.5,609.96,601.05,66353260.0,,,,,,,,,watchList0,
RGDX,,2019/06/28,18:07 EDT,,,,,,,,,,,,,,watchList0,
INTC,19.43,2025/01/31,16:00 EST,-0.5799999,20.09,20.33,19.38,117474899.0,,,,,,,,,watchList0,
GENE,0.765,2024/11/14,16:00 EST,0.0,0.0,0.765,0.765,0.0,,,,,,,,,watchList0,
JNUG,45.76,2025/01/31,16:00 EST,-1.5,47.69,47.78,45.47,608560.0,,,,,,,,,watchList0,
F,10.08,2025/01/31,16:00 EST,-0.0799999,10.17,10.35,9.99,92762833.0,,,,,,,,,watchList0,
UPS,114.23,2025/01/31,16:01 EST,-0.669998,115.01,116.59,113.3601,14564284.0,,,,,,,,,watchList0,
PFE,26.52,2025/01/31,16:00 EST,-0.389999,26.96,27.01,26.42,37269448.0,,,,,,,,,watchList0,
EMES,,,,,,,,,,,,,,,,,watchList0,
CTRP,,,,,,,,,,,,,,,,,watchList0,
FDX,264.87,2025/01/31,16:00 EST,-4.37,270.1,270.99,263.79,1862871.0,,,,,,,,,watchList0,
W,48.37,2025/01/31,16:00 EST,-1.73,50.33,51.1578,47.14,3374184.0,,,,,,,,,watchList0,
BP,31.06,2025/01/31,16:00 EST,-0.550001,31.66,31.66,30.925,8747851.0,,,,,,,,,watchList0,
AMZN,237.68,2025/01/31,16:00 EST,3.0399933,236.595,240.29,236.465,36162377.0,,,,,,,,,watchList0,
CAT,371.44,2025/01/31,16:00 EST,-3.54001,377.46,378.0,371.3,2857558.0,,,,,,,,,watchList0,
PG,165.99,2025/01/31,16:01 EST,-1.42,166.0,166.62,165.24,3430959.0,,,,,,,,,watchList0,
NIHD,,,,,,,,,,,,,,,,,watchList0,
HQY,110.42,2025/01/31,16:00 EST,-0.15000153,110.22,111.585,109.11,809874.0,,,,,,,,,watchList0,
SYF,68.98,2025/01/31,16:00 EST,-0.489998,69.81,70.28,68.6474,3345572.0,,,,,,,,,watchList0,
KO,63.48,2025/01/31,16:00 EST,-0.570004,63.7,63.93,63.395,8468401.0,,,,,,,,,watchList0,
T,23.73,2025/01/31,16:01 EST,-0.290001,24.01,24.14,23.66,30438003.0,,,,,,,,,watchList0,
GE,203.57,2025/01/31,16:00 EST,-2.0,205.84,205.86,203.07,5503321.0,,,,,,,,,watchList0,
BAC,46.3,2025/01/31,16:00 EST,-0.420002,46.7,46.825,46.16,30381092.0,,,,,,,,,watchList0,
WMT,98.16,2025/01/31,16:00 EST,-0.489998,99.0,98.96,97.7,9744712.0,,,,,,,,,watchList0,
AAPL,236.0,2025/01/31,16:00 EST,-1.5899963,247.04,247.19,233.44,101075128.0,,,,,,,,,watchList0,
FSLR,167.52,2025/01/31,16:00 EST,0.13000488,166.3,169.77,166.08,1794443.0,,,,,,,,,watchList0,
TGT,137.91,2025/01/31,16:00 EST,-2.53,140.11,140.36,137.44,4052704.0,,,,,,,,,watchList0,
FCEL,7.68,2025/01/31,16:00 EST,-0.09000015,7.81,8.0749,7.56,911866.0,,,,,,,,,watchList0,
DFS,201.09,2025/01/31,16:00 EST,-1.39,202.06,203.89,200.76,1170190.0,,,,,,,,,watchList0,
RAD,,,,,,,,,,,,,,,,,watchList0,
TWTR,,,,,,,,,,,,,,,,,watchList0,
JCP,,,,,,,,,,,,,,,,,watchList0,
FNMA,5.49,2025/01/31,15:00 EST,-0.010000229,5.66,5.69,5.45,1693879.0,,,,,,,,,watchList0,
PM,130.2,2025/01/31,16:00 EST,-0.12001,129.99,131.155,129.51,2905672.0,,,,,,,,,watchList0,
MO,52.23,2025/01/31,16:00 EST,0.689999,51.3,52.455,51.3,6371059.0,,,,,,,,,watchList0,
HBI,8.12,2025/01/31,16:00 EST,-0.36,8.42,8.45,8.11,4879182.0,,,,,,,,,retail,
CPNG,23.51,2025/01/31,16:00 EST,-0.0900002,23.6,23.781,23.415,7090906.0,,,,,,,,,retail,
CXW,20.46,2025/01/31,16:00 EST,-0.25,20.6,20.83,20.3,1501976.0,,,,,,,,,retail,
WRK,,,,,,,,,,,,,,,,,retail,
ASO,52.31,2025/01/31,16:00 EST,-2.369999,54.33,54.7688,51.9,1846888.0,,,,,,,,,retail,
PLUG,1.86,2025/01/31,16:00 EST,-0.059999943,1.95,1.98,1.85,68951392.0,,,,,,,,,transport,
NSC,255.3,2025/01/31,16:00 EST,-1.90001,257.16,260.24,255.25,1378135.0,,,,,,,,,transport,
PAG,165.63,2025/01/31,16:00 EST,-2.51999,167.19,168.17,165.01,169506.0,,,,,,,,,transport,
APTV,62.42,2025/01/31,16:00 EST,-0.490002,62.6,63.76,61.62,4074620.0,,,,,,,,,transport,
ABML,,,,,,,,,,,,,,,,,transport,
AER,95.6,2025/01/31,16:00 EST,0.199997,95.42,96.53,94.99,1436169.0,,,,,,,,,transport,
SABR,3.35,2025/01/31,16:00 EST,-0.0400002,3.4,3.48,3.3,3061989.0,,,,,,,,,transport,
WKHS,0.5158,2025/01/31,16:00 EST,-0.007499993,0.52,0.549,0.4906,2653206.0,,,,,,,,,transport,
BLNK,1.22,2025/01/31,16:00 EST,-0.01999998,1.24,1.28,1.2,3239730.0,,,,,,,,,transport,
IYT,70.16,2025/01/31,16:00 EST,-0.579994,70.93,71.19,70.01,304542.0,,,,,,,,,transport,
CNI,104.51,2025/01/31,16:00 EST,-0.689995,104.0,106.89,103.25,2311540.0,,,,,,,,,transport,
TPR,72.94,2025/01/31,16:00 EST,-2.97,74.88,75.2,72.17,6637839.0,,,,,,,,,clothing,
GOOS,10.95,2025/01/31,16:00 EST,-0.66,11.54,11.5463,10.915,670307.0,,,,,,,,,clothing,
RGR,35.6,2025/01/31,16:00 EST,-0.560001,35.92,36.0659,35.21,159210.0,,,,,,,,,clothing,
SWBI,10.49,2025/01/31,16:00 EST,-0.05000019,10.51,10.61,10.4,398200.0,,,,,,,,,clothing,
GAP,24.07,2025/01/31,16:00 EST,-0.550001,24.66,24.89,23.8708,4548906.0,,,,,,,,,clothing,
SE,121.79,2025/01/31,16:00 EST,-1.59,125.01,126.12,121.7,4026643.0,,,,,,,,,fastGrow,
RBLX,71.07,2025/01/31,16:00 EST,-0.309998,71.5,71.89,70.25,9052127.0,,,,,,,,,fastGrow,
RUN,9.05,2025/01/31,16:00 EST,-0.3699999,9.4,9.61,8.94,9840731.0,,,,,,,,,fastGrow,
PD,18.52,2025/01/31,16:00 EST,0.0699997,18.68,19.0,18.47,1006784.0,,,,,,,,,fastGrow,
ENPH,62.28,2025/01/31,16:00 EST,0.22999954,63.0,65.06,61.75,3539902.0,,,,,,,,,fastGrow,
PINS,32.96,2025/01/31,16:00 EST,0.0299988,33.17,33.705,32.905,6732957.0,,,,,,,,,fastGrow,
CRWD,398.07,2025/01/31,16:00 EST,1.2000122,398.4,408.1,397.35,3126181.0,,,,,,,,,fastGrow,
LK,,,,,,,,,,,,,,,,,fastGrow,
JMIA,3.99,2025/01/31,16:00 EST,-0.22,4.24,4.33,3.95,3735789.0,,,,,,,,,fastGrow,
